422.79	1970
422.79002	2053
422.79004	1940
422.79006	1983
422.79008	1943
422.7901	1980
422.79012	2005
422.79014	2005
422.79016	1940
422.79018	1950
422.7902	1920
422.79022	2040
422.79024	1973
422.79026	1985
422.79028	2008
422.7903	1953
422.79032	1998
422.79034	2000
422.79036	1998
422.79038	1975
422.7904	2055
422.79042	2108
422.79044	2135
422.79046	2088
422.79048	2163
422.7905	2155
422.79052	2153
422.79054	2275
422.79056	2443
422.79058	2535
422.7906	2580
422.79062	2893
422.79064	3383
422.79066	3990
422.79068	5958
422.7907	10000
422.79072	20275
422.79074	38805
422.79076	35248
422.79078	21880
422.7908	15208
422.79082	12915
422.79084	11948
422.79086	13128
422.79088	14023
422.7909	15493
422.79092	18075
422.79094	20525
422.79096	23300
422.79098	25808
422.791	28938
422.79102	32390
422.79104	37670
422.79106	44343
422.79108	55110
422.7911	69435
422.79112	94905
422.79114	142798
422.79116	254058
422.79118	509815
422.7912	523240
422.79122	307085
422.79124	206498
422.79126	171058
422.79128	154545
422.7913	153680
422.79132	170530
422.79134	182350
422.79136	201105
422.79138	241903
422.7914	315038
422.79142	427670
422.79144	433635
422.79146	444198
422.79148	512168
422.7915	620873
422.79152	796538
422.79154	1053090
422.79156	1459390
422.79158	2162255
422.7916	3404373
422.79162	6035030
422.79164	12158083
422.79166	17960215
422.79168	15301640
422.7917	9499315
422.79172	5053045
422.79174	3039095
422.79176	1972923
422.79178	1310343
422.7918	969593
422.79182	722118
422.79184	561160
422.79186	436120
422.79188	352308
422.7919	282930
422.79192	238730
422.79194	195423
422.79196	169138
422.79198	144508
422.792	122858
422.79202	104550
422.79204	91613
422.79206	78310
422.79208	68843
422.7921	61885
422.79212	53775
422.79214	47228
422.79216	42243
422.79218	37493
422.7922	34023
422.79222	29898
422.79224	27413
422.79226	25053
422.79228	22660
422.7923	19913
422.79232	17470
422.79234	15413
422.79236	13608
422.79238	11498
422.7924	10105
422.79242	8525
422.79244	7545
422.79246	6335
422.79248	5390
422.7925	4545
422.79252	4145
422.79254	3545
422.79256	3340
422.79258	2965
422.7926	2790
422.79262	2753
422.79264	2543
422.79266	2413
422.79268	2275
422.7927	2320
422.79272	2165
422.79274	2113
422.79276	2160
422.79278	2110
422.7928	2095
422.79282	2063
422.79284	2023
422.79286	2065
422.79288	2048
422.7929	1975
422.79292	1983
422.79294	1990
422.79296	2050
422.79298	1945
422.793	2020
