422.79050	8535
422.79051	8535
422.79052	8515
422.79053	8819
422.79054	8704
422.79055	8686
422.79056	8898
422.79057	8652
422.79058	8942
422.79059	8806
422.79060	8884
422.79061	8799
422.79062	8754
422.79063	9094
422.79064	8915
422.79065	9154
422.79066	9027
422.79067	9283
422.79068	9246
422.79069	9223
422.79070	9523
422.79071	9873
422.79072	9990
422.79073	10229
422.79074	10859
422.79075	11575
422.79076	12647
422.79077	15008
422.79078	17992
422.79079	22124
422.79080	24564
422.79081	24137
422.79082	21320
422.79083	18225
422.79084	15588
422.79085	14448
422.79086	13617
422.79087	13293
422.79088	13097
422.79089	12959
422.79090	12756
422.79091	12907
422.79092	13181
422.79093	13335
422.79094	13746
422.79095	14029
422.79096	14408
422.79097	14978
422.79098	15350
422.79099	16098
422.79100	16396
422.79101	17189
422.79102	17592
422.79103	17944
422.79104	18876
422.79105	19434
422.79106	20426
422.79107	21094
422.79108	21880
422.79109	23211
422.79110	24569
422.79111	25400
422.79112	27175
422.79113	29256
422.79114	31758
422.79115	34819
422.79116	38494
422.79117	43687
422.79118	50627
422.79119	61219
422.79120	76450
422.79121	101693
422.79122	139837
422.79123	190162
422.79124	221717
422.79125	216202
422.79126	182292
422.79127	140334
422.79128	110035
422.79129	90497
422.79130	79978
422.79131	74444
422.79132	70662
422.79133	68138
422.79134	67003
422.79135	62104
422.79136	71302
422.79137	74818
422.79138	77917
422.79139	80494
422.79140	84010
422.79141	88914
422.79142	96118
422.79143	105640
422.79144	118006
422.79145	136853
422.79146	158839
422.79147	176314
422.79148	184398
422.79149	185642
422.79150	185811
422.79151	191288
422.79152	202468
422.79153	218544
422.79154	240772
422.79155	266839
422.79156	301359
422.79157	340749
422.79158	392153
422.79159	454055
422.79160	532621
422.79161	635055
422.79162	762175
422.79163	940622
422.79164	1179328
422.79165	1528815
422.79166	2035322
422.79167	2841797
422.79168	4118811
422.79169	6030235
422.79170	7746732
422.79171	8577215
422.79172	8370996
422.79173	7077962
422.79174	5130640
422.79175	3562538
422.79176	2526770
422.79177	1853519
422.79178	1413665
422.79179	1107562
422.79180	886526
422.79181	723244
422.79182	601013
422.79183	507759
422.79184	430867
422.79185	369889
422.79186	320319
422.79187	280112
422.79188	246768
422.79189	217898
422.79190	193583
422.79191	173839
422.79192	156096
422.79193	140984
422.79194	127662
422.79195	116599
422.79196	106797
422.79197	98200
422.79198	90070
422.79199	82885
422.79200	76985
422.79201	71586
422.79202	67146
422.79203	62661
422.79204	58816
422.79205	55042
422.79206	51871
422.79207	48577
422.79208	46426
422.79209	43802
422.79210	41315
422.79211	39436
422.79212	37502
422.79213	35376
422.79214	33435
422.79215	31882
422.79216	30776
422.79217	29177
422.79218	28201
422.79219	27013
422.79220	25810
422.79221	24725
422.79222	23879
422.79223	23211
422.79224	22510
422.79225	21475
422.79226	20784
422.79227	20376
422.79228	19521
422.79229	19267
422.79230	19093
422.79231	19157
422.79232	18941
422.79233	18014
422.79234	17361
422.79235	16856
422.79236	16300
422.79237	15943
422.79238	15579
422.79239	15184
422.79241	14366
422.79242	13657
422.79243	13249
422.79244	13015
422.79245	12968
422.79246	12739
422.79247	12543
422.79248	12044
422.79249	12179
422.79250	11439
422.79251	11442
422.79252	11029
422.79253	10885
422.79254	10588
422.79255	10843
422.79256	10445
422.79257	10318
422.79258	10124
422.79259	10137
422.79260	10034
