422.79055	335655
422.79056	345346
422.79057	351803
422.79058	361057
422.79059	372390
422.7906	385092
422.79061	398514
422.79062	411750
422.79063	425517
422.79064	441873
422.79065	460862
422.79066	481784
422.79067	506733
422.79068	531432
422.79069	561662
422.7907	597462
422.79071	643868
422.79072	704373
422.79073	782970
422.79074	905300
422.79075	1085730
422.79076	1373233
422.79077	1757872
422.79078	2054066
422.79079	2049496
422.7908	1771101
422.79081	1464489
422.79082	1245070
422.79083	1100195
422.79084	1023092
422.79085	965274
422.79086	939153
422.79087	927805
422.79088	927513
422.79089	937644
422.7909	948598
422.79091	974525
422.79092	997256
422.79093	1028103
422.79094	1058880
422.79095	1093815
422.79096	1138537
422.79097	1180464
422.79098	1235328
422.79099	1287422
422.791	1371360
422.79101	1413510
422.79102	1487360
422.79103	1544320
422.79104	1645490
422.79105	1712470
422.79106	1811310
422.79107	1926170
422.79108	2048900
422.79109	2175970
422.7911	2367530
422.79111	2555740
422.79112	2812180
422.79113	3083070
422.79114	3459250
422.79115	3939940
422.79116	4556150
422.79117	5485580
422.79118	6825400
422.79119	9222700
422.7912	12664890
422.79121	17166330
422.79122	20490320
422.79123	20281800
422.79124	17310220
422.79125	13471880
422.79126	10750630
422.79127	8994250
422.79128	7787690
422.79129	7195120
422.7913	6801090
422.79131	6510830
422.79132	6297030
422.79133	6277850
422.79134	6515780
422.79135	6789230
422.79136	7116920
422.79137	7349170
422.79138	7597560
422.79139	7981460
422.7914	8443880
422.79141	9249670
422.79142	10230190
422.79143	11757790
422.79144	13692340
422.79145	15542000
422.79146	16693360
422.79147	16788210
422.79148	16754720
422.79149	17046930
422.7915	17738500
422.79151	18950670
422.79152	20667810
422.79153	22858050
422.79154	25432080
422.79155	28711240
422.79156	32663300
422.79157	37882770
422.79158	43972990
422.79159	52334810
422.7916	71578057.14
422.79161	92519163.33
422.79162	119880979.2
422.79163	158657835.4
422.79164	216323436.2
422.79165	305679606.8
422.79166	434582958.6
422.79167	668385299.5
422.79168	968267673.6
422.79169	1246145923
422.7917	1304221997
422.79171	1114937612
422.79172	802108568.9
422.79173	553594377.9
422.79174	396667643.2
422.79175	281838631.3
422.79176	204462339.1
422.79177	157374796.1
422.79178	118227061.3
422.79179	90764506.82
422.7918	60831642.04
422.79181	51519589.16
422.79182	44330640.62
422.79183	37711678.19
422.79184	32054814.07
422.79185	27787150.59
422.79186	24386504.33
422.79187	21577878.84
422.79188	19553287.09
422.79189	17289435.73
422.7919	15749725.77
422.79191	14048084.05
422.79192	12819766.64
422.79193	11740767.06
422.79194	10648248
422.79195	9831456.164
422.79196	9140716.275
422.79197	8356618.987
422.79198	8149068.963
422.79199	7398325.519
422.792	6714975
422.79201	6344290
422.79202	5924896
422.79203	5469864
422.79204	5139172
422.79205	4822161
422.79206	4509367
422.79207	4322745
422.79208	4086317
422.79209	3793187
422.7921	3662672
422.79211	3434783
422.79212	3279045
422.79213	3117284
422.79214	2985230
422.79215	2789720
422.79216	2675667
422.79217	2579770
422.79218	2443487
422.79219	2357110
422.7922	2258297
422.79221	2157273
422.79222	2077532
422.79223	1983699
422.79224	1906209
422.79225	1834758
422.79226	1762161
422.79227	1697735
422.79228	1637722
422.79229	1579001
422.7923	1533924
