422.79	1280
422.79002	1315
422.79004	1260
422.79006	1245
422.79008	1325
422.7901	1370
422.79012	1275
422.79014	1340
422.79016	1320
422.79018	1300
422.7902	1355
422.79022	1300
422.79024	1350
422.79026	1310
422.79028	1355
422.7903	1360
422.79032	1350
422.79034	1375
422.79036	1330
422.79038	1465
422.7904	1445
422.79044	1545
422.79046	1560
422.79048	1635
422.7905	1785
422.79052	1960
422.79054	2215
422.79056	2395
422.79058	3015
422.7906	3220
422.79062	4270
422.79064	5845
422.79066	8080
422.79068	13755
422.7907	24715
422.79072	49200
422.79074	96810
422.79076	92895
422.79078	55100
422.7908	39540
422.79082	33115
422.79084	31795
422.79086	33040
422.79088	35180
422.7909	39735
422.79092	43735
422.79094	49465
422.79096	54610
422.79098	60565
422.791	67555
422.79102	79225
422.79104	92665
422.79106	111140
422.79108	136210
422.7911	177450
422.79112	243675
422.79114	375525
422.79116	678785
422.79118	1381255
422.7912	1295885
422.79122	736810
422.79124	511675
422.79126	435065
422.79128	390975
422.7913	400360
422.79132	451945
422.79134	483410
422.79136	540905
422.79138	661000
422.7914	888445
422.79142	1149140
422.79144	1117460
422.79146	1178445
422.79148	1393285
422.7915	1712330
422.79152	2236275
422.79154	3031535
422.79156	4281000
422.79158	6371560
422.7916	10415940
422.79162	18809375
422.79164	31931635
422.79166	38168795
422.79168	29229890
422.7917	18574460
422.79172	10518860
422.79174	6522895
422.79176	4317840
422.79178	3053185
422.7918	2201580
422.79182	1688695
422.79184	1295250
422.79186	1038280
422.79188	843605
422.7919	694790
422.79192	572550
422.79194	486165
422.79196	409555
422.79198	349810
422.792	299705
422.79202	256555
422.79204	223425
422.79206	195920
422.79208	170080
422.7921	147465
422.79212	131045
422.79214	115455
422.79216	103880
422.79218	90330
422.7922	80625
422.79222	71855
422.79224	64185
422.79226	57400
422.79228	52625
422.7923	47445
422.79232	42665
422.79234	37375
422.79236	32500
422.79238	27710
422.7924	23815
422.79242	19165
422.79244	16220
422.79246	12960
422.79248	11825
422.7925	9981
422.79252	8447
422.79254	7219
422.79256	6016
422.79258	5184
422.7926	4216
422.79262	3778
422.79264	2988
422.79266	2740
422.79268	2615
422.7927	2325
422.79272	2110
422.79274	2090
422.79276	2030
422.79278	1960
422.7928	1840
422.79282	1825
422.79284	1900
422.79286	1815
422.79288	1745
422.7929	1790
422.79292	1775
422.79294	1710
422.79296	1730
422.79298	1755
422.793	1745
